千代田,5661
中央,(5375)
港,17227
新宿,(16324)
文京,27143
台東,(25775)
墨田,39986
江東,(38378)
品川,17746
目黒,(9712)
大田,18200
世田谷,80456
渋谷,(75327)
中野,25309
杉並,(23931)
豊島,32286
北,(30461)
荒川,45764
板橋,(43383)
練馬,27578
足立,(23641)
葛飾,29135
江戸川,63949
八王子,(59673)
立川,36881
武蔵野,(33991)
三鷹,11724
青梅,(10729)
府中,10349
昭島,(9630)
調布,13073
町田,(12204)
小金井,6256
小平,11127
日野,(10450)
東村山,11782
国分寺,(10902)
国立,8087
福生,(7395)
狛江,7907
東大和,(7235)
清瀬,4267
東久留米武蔵村山,(3909)
多摩,7978
稲城,(7387)
羽村,5819
あきる野,(5335)
西東京,3102
瑞穂,(2939)
日の出,4090
檜原,(3856)
奥多摩,13934
大島,(12729)
利島,1743
新島,23
神津島,(20)
三宅,42
御蔵島,(27)
八丈,16
青ヶ島,(15)
小笠原,2
都外,(2)
調査中,118
