千代田,955
中央,(901)
港,2952
新宿,(2834)
文京,5910
台東,(5729)
墨田,9787
江東,(9617)
品川,2751
目黒,(2586)
大田,3344
世田谷,13236
渋谷,(12669)
中野,5198
杉並,(5041)
豊島,6011
北,(5706)
荒川,7344
板橋,(6931)
練馬,4848
足立,(4654)
葛飾,4191
江戸川,7796
八王子,(7445)
立川,4309
武蔵野,(4214)
三鷹,1485
青梅,(1425)
府中,1433
昭島,(1370)
調布,1727
町田,(1643)
小金井,848
小平,1240
日野,(1196)
東村山,1250
国分寺,(1227)
国立,917
福生,(882)
狛江,908
東大和,(864)
清瀬,496
東久留米,(464)
武蔵村山,512
多摩,1005
稲城,(969)
羽村,587
あきる野,(571)
西東京,361
瑞穂,(350)
日の出,587
檜原,(572)
奥多摩,1772
大島,(1709)
利島,189
新島,2
神津島,(2)
三宅,1
御蔵島,(1)
八丈,4
青ヶ島,(4)
小笠原,2
都外,(2)
調査中,9
