千代田,1002
中央,(929)
港,3116
新宿,(2933)
文京,6190
台東,(5884)
墨田,10242
江東,(9949)
品川,2908
目黒,(2670)
大田,3495
世田谷,13982
渋谷,(13023)
中野,5434
杉並,(5145)
豊島,6291
北,(5937)
荒川,7743
板橋,(7203)
練馬,5115
足立,(4777)
葛飾,4375
江戸川,8205
八王子,(7740)
立川,4457
武蔵野,(4302)
三鷹,1548
青梅,(1460)
府中,1510
昭島,(1403)
調布,1807
町田,(1689)
小金井,871
小平,1307
日野,(1222)
東村山,1293
国分寺,(1244)
国立,954
福生,(902)
狛江,965
東大和,(888)
清瀬,514
東久留米,(490)
武蔵村山,536
多摩,1042
稲城,(997)
羽村,613
あきる野,(582)
西東京,366
瑞穂,(355)
日の出,608
檜原,(586)
奥多摩,1876
大島,(1744)
利島,192
新島,2
神津島,(2)
三宅,1
御蔵島,(1)
八丈,5
青ヶ島,(4)
小笠原,2
都外,(2)
調査中,9
