千代田,1821
中央,(1778)
港,5572
新宿,(5496)
文京,9858
台東,(9731)
墨田,17612
江東,(17390)
品川,5193
目黒,(5028)
大田,6441
世田谷,27449
渋谷,(26376)
中野,9741
杉並,(9444)
豊島,11876
北,(11672)
荒川,15379
板橋,(14776)
練馬,10496
足立,(10269)
葛飾,9206
江戸川,17857
八王子,(17353)
立川,9583
武蔵野,(9348)
三鷹,3198
青梅,(3122)
府中,3095
昭島,(2983)
調布,3674
町田,(3522)
小金井,1643
小平,2893
日野,(2766)
東村山,2766
国分寺,(2699)
国立,2090
福生,(1979)
狛江,2053
東大和,(1990)
清瀬,1098
東久留米,(1063)
武蔵村山,1122
多摩,2072
稲城,(2026)
羽村,1468
あきる野,(1425)
西東京,812
瑞穂,(769)
日の出,1108
檜原,(1072)
奥多摩,4005
大島,(3829)
利島,406
新島,14
神津島,(14)
三宅,2
御蔵島,(2)
八丈,13
青ヶ島,(13)
小笠原,2
都外,(2)
調査中,15
