千代田,622
中央,(606)
港,1863
新宿,(1823)
文京,3872
台東,(3816)
墨田,6697
江東,(6611)
品川,1729
目黒,(1690)
大田,2124
世田谷,8402
渋谷,(8200)
中野,3402
杉並,(3330)
豊島,3781
北,(3733)
荒川,4592
板橋,(4471)
練馬,3018
足立,(2950)
葛飾,2522
江戸川,4787
八王子,(4584)
立川,2475
武蔵野,(2306)
三鷹,905
青梅,(855)
府中,911
昭島,(882)
調布,1131
町田,(1099)
小金井,642
小平,755
日野,(685)
東村山,818
国分寺,(700)
国立,573
福生,(529)
狛江,533
東大和,(509)
清瀬,290
東久留米,(279)
武蔵村山,380
多摩,617
稲城,(603)
羽村,379
あきる野,(363)
西東京,268
瑞穂,(254)
日の出,387
檜原,(379)
奥多摩,1104
大島,(1074)
利島,133
新島,0
神津島,(0)
三宅,1
御蔵島,(1)
八丈,4
青ヶ島,(4)
小笠原,1
都外,(1)
調査中,7
