千代田,870
中央,(841)
港,2698
新宿,(2634)
文京,5510
台東,(5361)
墨田,9042
江東,(8902)
品川,2477
目黒,(2379)
大田,3030
世田谷,12081
渋谷,(11606)
中野,4789
杉並,(4653)
豊島,5382
北,(5244)
荒川,6599
板橋,(6452)
練馬,4401
足立,(4263)
葛飾,3746
江戸川,7044
八王子,(6895)
立川,4043
武蔵野,(3961)
三鷹,1366
青梅,(1304)
府中,1309
昭島,(1269)
調布,1555
町田,(1499)
小金井,799
小平,1141
日野,(1117)
東村山,1168
国分寺,(1154)
国立,842
福生,(806)
狛江,830
東大和,(795)
清瀬,446
東久留米,(419)
武蔵村山,485
多摩,924
稲城,(894)
羽村,550
あきる野,(538)
西東京,348
瑞穂,(345)
日の出,558
檜原,(525)
奥多摩,1618
大島,(1543)
利島,180
新島,1
神津島,(1)
三宅,1
御蔵島,(1)
八丈,4
青ヶ島,(4)
小笠原,2
都外,(2)
調査中,9
