千代田,192
中央,(180)
港,646
新宿,(590)
文京,1524
台東,(1439)
墨田,3167
江東,(3070)
品川,573
目黒,(522)
大田,726
世田谷,2767
渋谷,(2619)
中野,1185
杉並,(1125)
豊島,1363
北,(1252)
荒川,1355
板橋,(1259)
練馬,959
足立,(897)
葛飾,676
江戸川,1308
八王子,(1238)
立川,516
武蔵野,(480)
三鷹,160
青梅,(140)
府中,250
昭島,(238)
調布,260
町田,(249)
小金井,102
小平,195
日野,(176)
東村山,128
国分寺,(117)
国立,95
福生,(84)
狛江,114
東大和,(108)
清瀬,57
東久留米,(53)
武蔵村山,32
多摩,141
稲城,(138)
羽村,89
あきる野,(76)
西東京,26
瑞穂,(25)
日の出,45
檜原,(40)
奥多摩,315
大島,(285)
利島,13
新島,0
神津島,(0)
三宅,0
御蔵島,(0)
八丈,3
青ヶ島,(1)
小笠原,1
都外,(1)
調査中,4
