千代田,1831
中央,(1818)
港,5607
新宿,(5590)
文京,9917
台東,(9867)
墨田,17718
江東,(17658)
品川,5227
目黒,(5134)
大田,6492
世田谷,27602
渋谷,(27429)
中野,9800
杉並,(9736)
豊島,11953
北,(11886)
荒川,15437
板橋,(15363)
練馬,10578
足立,(10521)
葛飾,9284
江戸川,18079
八王子,(17935)
立川,9668
武蔵野,(9614)
三鷹,3226
青梅,(3203)
府中,3119
昭島,(3099)
調布,3696
町田,(3669)
小金井,1663
小平,2916
日野,(2891)
東村山,2785
国分寺,(2777)
国立,2110
福生,(2081)
狛江,2063
東大和,(2045)
清瀬,1102
東久留米,(1099)
武蔵村山,1139
多摩,2090
稲城,(2081)
羽村,1481
あきる野,(1473)
西東京,829
瑞穂,(821)
日の出,1131
檜原,(1115)
奥多摩,4052
大島,(4002)
利島,409
新島,14
神津島,(14)
三宅,2
御蔵島,(2)
八丈,13
青ヶ島,(13)
小笠原,2
都外,(2)
調査中,15
