千代田,854
中央,(827)
港,2637
新宿,(2568)
文京,5394
台東,(5218)
墨田,8878
江東,(8722)
品川,2428
目黒,(2330)
大田,2993
世田谷,11868
渋谷,(11315)
中野,4708
杉並,(4539)
豊島,5287
北,(5123)
荒川,6493
板橋,(6298)
練馬,4321
足立,(4159)
葛飾,3682
江戸川,6941
八王子,(6736)
立川,3983
武蔵野,(3847)
三鷹,1340
青梅,(1259)
府中,1291
昭島,(1237)
調布,1527
町田,(1461)
小金井,794
小平,1126
日野,(1082)
東村山,1155
国分寺,(1132)
国立,823
福生,(774)
狛江,817
東大和,(758)
清瀬,434
東久留米,(405)
武蔵村山,479
多摩,897
稲城,(876)
羽村,544
あきる野,(525)
西東京,347
瑞穂,(335)
日の出,551
檜原,(510)
奥多摩,1563
大島,(1505)
利島,180
新島,1
神津島,(1)
三宅,1
御蔵島,(1)
八丈,4
青ヶ島,(4)
小笠原,2
都外,(2)
調査中,9
