千代田,5590
中央,(5335)
港,16983
新宿,(16180)
文京,26925
台東,(25543)
墨田,39613
江東,(37965)
品川,17494
目黒,(9632)
大田,17988
世田谷,79270
渋谷,(74099)
中野,24975
杉並,(23715)
豊島,31833
北,(30188)
荒川,45215
板橋,(42840)
練馬,27314
足立,(22836)
葛飾,28707
江戸川,62979
八王子,(59047)
立川,36386
武蔵野,(33503)
三鷹,11560
青梅,(10593)
府中,10243
昭島,(9537)
調布,12944
町田,(12058)
小金井,6199
小平,10993
日野,(10350)
東村山,11505
国分寺,(10780)
国立,7984
福生,(7294)
狛江,7833
東大和,(7127)
清瀬,4215
東久留米武蔵村山,(3873)
多摩,7838
稲城,(7284)
羽村,5668
あきる野,(5251)
西東京,3086
瑞穂,(2898)
日の出,4056
檜原,(3806)
奥多摩,13718
大島,(12577)
利島,1730
新島,22
神津島,(20)
三宅,38
御蔵島,(27)
八丈,16
青ヶ島,(15)
小笠原,2
都外,(2)
調査中,118
