千代田,844
中央,(804)
港,2598
新宿,(2497)
文京,5268
台東,(5108)
墨田,8733
江東,(8582)
品川,2377
目黒,(2290)
大田,2950
世田谷,11629
渋谷,(11072)
中野,4630
杉並,(4430)
豊島,5200
北,(5014)
荒川,6401
板橋,(6146)
練馬,4232
足立,(4068)
葛飾,3632
江戸川,6819
八王子,(6553)
立川,3931
武蔵野,(3802)
三鷹,1315
青梅,(1225)
府中,1271
昭島,(1217)
調布,1503
町田,(1432)
小金井,790
小平,1106
日野,(1053)
東村山,1146
国分寺,(1107)
国立,804
福生,(756)
狛江,801
東大和,(737)
清瀬,424
東久留米,(397)
武蔵村山,469
多摩,888
稲城,(860)
羽村,535
あきる野,(513)
西東京,343
瑞穂,(333)
日の出,542
檜原,(489)
奥多摩,1533
大島,(1480)
利島,177
新島,1
神津島,(1)
三宅,1
御蔵島,(1)
八丈,4
青ヶ島,(4)
小笠原,2
都外,(2)
調査中,9
