千代田,1835
中央,(1832)
港,5629
新宿,(5615)
文京,9918
台東,(9904)
墨田,17736
江東,(17709)
品川,5236
目黒,(5189)
大田,6504
世田谷,27627
渋谷,(27495)
中野,9810
杉並,(9783)
豊島,11966
北,(11929)
荒川,15455
板橋,(15439)
練馬,10595
足立,(10562)
葛飾,9302
江戸川,18132
八王子,(18068)
立川,9676
武蔵野,(9661)
三鷹,3232
青梅,(3229)
府中,3120
昭島,(3117)
調布,3701
町田,(3688)
小金井,1664
小平,2922
日野,(2915)
東村山,2801
国分寺,(2788)
国立,2112
福生,(2107)
狛江,2067
東大和,(2061)
清瀬,1103
東久留米,(1101)
武蔵村山,1139
多摩,2094
稲城,(2091)
羽村,1484
あきる野,(1481)
西東京,842
瑞穂,(835)
日の出,1132
檜原,(1130)
奥多摩,4058
大島,(4039)
利島,410
新島,14
神津島,(14)
三宅,2
御蔵島,(2)
八丈,13
青ヶ島,(13)
小笠原,2
都外,(2)
調査中,15
