千代田,1768
中央,(1697)
港,5485
新宿,(5309)
文京,9735
台東,(9456)
墨田,17250
江東,(16654)
品川,5098
目黒,(4828)
大田,6319
世田谷,26959
渋谷,(25264)
中野,9574
杉並,(9064)
豊島,11699
北,(11074)
荒川,15142
板橋,(13842)
練馬,10255
足立,(9694)
葛飾,8963
江戸川,17424
八王子,(16189)
立川,9329
武蔵野,(8641)
三鷹,3125
青梅,(2931)
府中,3016
昭島,(2829)
調布,3609
町田,(3313)
小金井,1575
小平,2831
日野,(2588)
東村山,2696
国分寺,(2559)
国立,2029
福生,(1840)
狛江,2003
東大和,(1855)
清瀬,1070
東久留米,(1009)
武蔵村山,1046
多摩,2029
稲城,(1929)
羽村,1423
あきる野,(1341)
西東京,770
瑞穂,(710)
日の出,1064
檜原,(1008)
奥多摩,3923
大島,(3652)
利島,383
新島,14
神津島,(14)
三宅,2
御蔵島,(1)
八丈,13
青ヶ島,(13)
小笠原,2
都外,(2)
調査中,15
