千代田,993
中央,(922)
港,3066
新宿,(2899)
文京,6116
台東,(5838)
墨田,10116
江東,(9791)
品川,2873
目黒,(2653)
大田,3464
世田谷,13846
渋谷,(12923)
中野,5377
杉並,(5112)
豊島,6236
北,(5881)
荒川,7668
板橋,(7138)
練馬,5043
足立,(4746)
葛飾,4329
江戸川,8114
八王子,(7663)
立川,4421
武蔵野,(4278)
三鷹,1537
青梅,(1446)
府中,1493
昭島,(1396)
調布,1791
町田,(1676)
小金井,868
小平,1295
日野,(1211)
東村山,1273
国分寺,(1238)
国立,943
福生,(897)
狛江,951
東大和,(879)
清瀬,509
東久留米,(486)
武蔵村山,530
多摩,1029
稲城,(989)
羽村,608
あきる野,(578)
西東京,363
瑞穂,(354)
日の出,603
檜原,(581)
奥多摩,1846
大島,(1736)
利島,192
新島,2
神津島,(2)
三宅,1
御蔵島,(1)
八丈,5
青ヶ島,(4)
小笠原,2
都外,(2)
調査中,9
