千代田,174
中央,(157)
港,580
新宿,(539)
文京,1377
台東,(1310)
墨田,2988
江東,(2935)
品川,522
目黒,(486)
大田,678
世田谷,2526
渋谷,(2372)
中野,1101
杉並,(1042)
豊島,1223
北,(1158)
荒川,1214
板橋,(1160)
練馬,851
足立,(824)
葛飾,597
江戸川,1184
八王子,(1145)
立川,459
武蔵野,(436)
三鷹,142
青梅,(132)
府中,222
昭島,(195)
調布,239
町田,(227)
小金井,91
小平,171
日野,(162)
東村山,111
国分寺,(107)
国立,75
福生,(73)
狛江,107
東大和,(104)
清瀬,49
東久留米,(46)
武蔵村山,22
多摩,138
稲城,(129)
羽村,73
あきる野,(68)
西東京,24
瑞穂,(19)
日の出,38
檜原,(37)
奥多摩,272
大島,(249)
利島,11
新島,0
神津島,(0)
三宅,0
御蔵島,(0)
八丈,0
青ヶ島,(0)
小笠原,1
都外,(1)
調査中,4
