千代田,511
中央,(434)
港,1616
新宿,(1348)
文京,3388
台東,(2652)
墨田,5720
江東,(5305)
品川,1456
目黒,(1123)
大田,1729
世田谷,6851
渋谷,(4318)
中野,2838
杉並,(2514)
豊島,3178
北,(2668)
荒川,3633
板橋,(2519)
練馬,2207
足立,(1936)
葛飾,1968
江戸川,3375
八王子,(2660)
立川,1739
武蔵野,(1238)
三鷹,670
青梅,(401)
府中,693
昭島,(506)
調布,826
町田,(592)
小金井,364
小平,546
日野,(363)
東村山,565
国分寺,(401)
国立,395
福生,(257)
狛江,388
東大和,(246)
清瀬,213
東久留米,(119)
武蔵村山,247
多摩,425
稲城,(286)
羽村,305
あきる野,(195)
西東京,191
瑞穂,(85)
日の出,310
檜原,(162)
奥多摩,868
大島,(597)
利島,84
新島,0
神津島,(0)
三宅,1
御蔵島,(1)
八丈,4
青ヶ島,(4)
小笠原,1
都外,(1)
調査中,7
