千代田,1848
中央,(1846)
港,5668
新宿,(5665)
文京,9980
台東,(9972)
墨田,18469
江東,(18458)
品川,5323
目黒,(5320)
大田,6552
世田谷,27769
渋谷,(27748)
中野,9875
杉並,(9868)
豊島,12055
北,(12047)
荒川,15552
板橋,(15544)
練馬,10702
足立,(10696)
葛飾,9448
江戸川,18221
八王子,(18208)
立川,9828
武蔵野,(9819)
三鷹,3244
青梅,(3242)
府中,3162
昭島,(3161)
調布,3722
町田,(3717)
小金井,1667
小平,2935
日野,(2933)
東村山,2831
国分寺,(2831)
国立,2118
福生,(2118)
狛江,2086
東大和,(2074)
清瀬,1105
東久留米,(1103)
武蔵村山,1140
多摩,2107
稲城,(2107)
羽村,1500
あきる野,(1499)
西東京,841
瑞穂,(841)
日の出,1135
檜原,(1135)
奥多摩,4085
大島,(4080)
利島,411
新島,14
神津島,(14)
三宅,2
御蔵島,(2)
八丈,13
青ヶ島,(13)
小笠原,2
都外,(2)
調査中,16
