千代田,152
中央,(143)
港,487
新宿,(424)
文京,1212
台東,(1140)
墨田,2787
江東,(2722)
品川,454
目黒,(398)
大田,603
世田谷,2148
渋谷,(1907)
中野,989
杉並,(874)
豊島,1071
北,(1025)
荒川,1049
板橋,(991)
練馬,762
足立,(691)
葛飾,492
江戸川,1027
八王子,(871)
立川,422
武蔵野,(392)
三鷹,113
青梅,(102)
府中,163
昭島,(139)
調布,198
町田,(173)
小金井,80
小平,143
日野,(136)
東村山,95
国分寺,(86)
国立,63
福生,(61)
狛江,91
東大和,(86)
清瀬,43
東久留米,(33)
武蔵村山,21
多摩,117
稲城,(97)
羽村,61
あきる野,(57)
西東京,20
瑞穂,(17)
日の出,36
檜原,(33)
奥多摩,223
大島,(200)
利島,11
新島,0
神津島,(0)
三宅,0
御蔵島,(0)
八丈,0
青ヶ島,(0)
小笠原,1
都外,(1)
調査中,4
