千代田,889
中央,(853)
港,2746
新宿,(2672)
文京,5587
台東,(5474)
墨田,9181
江東,(9037)
品川,2527
目黒,(2418)
大田,3078
世田谷,12275
渋谷,(11802)
中野,4865
杉並,(4724)
豊島,5464
北,(5331)
荒川,6714
板橋,(6541)
練馬,4460
足立,(4350)
葛飾,3810
江戸川,7186
八王子,(6990)
立川,4081
武蔵野,(4008)
三鷹,1394
青梅,(1346)
府中,1321
昭島,(1293)
調布,1575
町田,(1521)
小金井,808
小平,1169
日野,(1135)
東村山,1184
国分寺,(1164)
国立,856
福生,(824)
狛江,841
東大和,(817)
清瀬,454
東久留米,(427)
武蔵村山,489
多摩,942
稲城,(912)
羽村,551
あきる野,(543)
西東京,349
瑞穂,(347)
日の出,565
檜原,(546)
奥多摩,1663
大島,(1586)
利島,185
新島,1
神津島,(1)
三宅,1
御蔵島,(1)
八丈,4
青ヶ島,(4)
小笠原,2
都外,(2)
調査中,9
