千代田,297
中央,(251)
港,1127
新宿,(971)
文京,2291
台東,(2089)
墨田,4199
江東,(3938)
品川,892
目黒,(728)
大田,1027
世田谷,4168
渋谷,(3642)
中野,1820
杉並,(1635)
豊島,2032
北,(1828)
荒川,2144
板橋,(1901)
練馬,1436
足立,(1324)
葛飾,1089
江戸川,1939
八王子,(1779)
立川,1051
武蔵野,(907)
三鷹,295
青梅,(241)
府中,399
昭島,(341)
調布,463
町田,(407)
小金井,194
小平,298
日野,(269)
東村山,316
国分寺,(279)
国立,199
福生,(167)
狛江,202
東大和,(169)
清瀬,105
東久留米,(76)
武蔵村山,116
多摩,209
稲城,(196)
羽村,162
あきる野,(140)
西東京,75
瑞穂,(57)
日の出,131
檜原,(92)
奥多摩,529
大島,(448)
利島,40
新島,0
神津島,(0)
三宅,0
御蔵島,(0)
八丈,3
青ヶ島,(3)
小笠原,1
都外,(1)
調査中,6
