千代田,4557
中央,(3982)
港,13848
新宿,(12105)
文京,22583
台東,(20360)
墨田,34364
江東,(28912)
品川,13581
目黒,(8042)
大田,14958
世田谷,62410
渋谷,(55047)
中野,20891
杉並,(18731)
豊島,26211
北,(23328)
荒川,35951
板橋,(31290)
練馬,22479
足立,(15178)
葛飾,21906
江戸川,48385
八王子,(40404)
立川,25559
武蔵野,(20656)
三鷹,8464
青梅,(7017)
府中,7835
昭島,(6457)
調布,9888
町田,(7953)
小金井,4338
小平,8127
日野,(6753)
東村山,7753
国分寺,(6328)
国立,5681
福生,(4706)
狛江,5463
東大和,(4377)
清瀬,3054
東久留米武蔵村山,(2475)
多摩,5729
稲城,(4643)
羽村,4092
あきる野,(3362)
西東京,2126
瑞穂,(1784)
日の出,2855
檜原,(2440)
奥多摩,9757
大島,(8376)
利島,1150
新島,19
神津島,(17)
三宅,7
御蔵島,(5)
八丈,17
青ヶ島,(16)
小笠原,2
都外,(2)
調査中,108
