千代田,6478
中央,(5934)
港,19262
新宿,(18278)
文京,29984
台東,(28390)
墨田,43979
江東,(41039)
品川,20076
目黒,(10346)
大田,20016
世田谷,90823
渋谷,(83999)
中野,27924
杉並,(26506)
豊島,35719
北,(34016)
荒川,51508
板橋,(48630)
練馬,30424
足立,(26108)
葛飾,33606
江戸川,70542
八王子,(66783)
立川,41341
武蔵野,(38479)
三鷹,13174
青梅,(12189)
府中,11597
昭島,(10867)
調布,14694
町田,(13784)
小金井,7169
小平,12765
日野,(11903)
東村山,13517
国分寺,(12709)
国立,9250
福生,(8601)
狛江,9236
東大和,(8493)
清瀬,4832
東久留米,(4484)
武蔵村山,4150
多摩,8938
稲城,(8475)
羽村,6759
あきる野,(6350)
西東京,3586
瑞穂,(3338)
日の出,4761
檜原,(4428)
奥多摩,15878
大島,(14906)
利島,1992
新島,29
神津島,(23)
三宅,51
御蔵島,(51)
八丈,18
青ヶ島,(16)
小笠原,13
都外,(12)
調査中,119
