千代田,5797
中央,(5525)
港,17674
新宿,(16843)
文京,27871
台東,(26571)
墨田,40828
江東,(39161)
品川,18282
目黒,(9883)
大田,18570
世田谷,82826
渋谷,(77965)
中野,25971
杉並,(24610)
豊島,33083
北,(31384)
荒川,46909
板橋,(44828)
練馬,28255
足立,(25414)
葛飾,30166
江戸川,65642
八王子,(61823)
立川,37999
武蔵野,(35475)
三鷹,12086
青梅,(11215)
府中,10619
昭島,(10009)
調布,13428
町田,(12655)
小金井,6465
小平,11493
日野,(10815)
東村山,12235
国分寺,(11333)
国立,8359
福生,(7817)
狛江,8252
東大和,(7612)
清瀬,4397
東久留米,(4107)
武蔵村山,3836
多摩,8241
稲城,(7716)
羽村,6042
あきる野,(5581)
西東京,3196
瑞穂,(3047)
日の出,4237
檜原,(4002)
奥多摩,14399
大島,(13436)
利島,1825
新島,23
神津島,(21)
三宅,46
御蔵島,(30)
八丈,17
青ヶ島,(15)
小笠原,2
都外,(2)
調査中,118
