千代田,1834
中央,(1822)
港,5620
新宿,(5597)
文京,9915
台東,(9874)
墨田,17725
江東,(17678)
品川,5232
目黒,(5172)
大田,6494
世田谷,27607
渋谷,(27448)
中野,9806
杉並,(9766)
豊島,11956
北,(11899)
荒川,15443
板橋,(15375)
練馬,10585
足立,(10542)
葛飾,9291
江戸川,18092
八王子,(17968)
立川,9671
武蔵野,(9630)
三鷹,3228
青梅,(3206)
府中,3119
昭島,(3107)
調布,3697
町田,(3672)
小金井,1664
小平,2919
日野,(2908)
東村山,2794
国分寺,(2780)
国立,2111
福生,(2098)
狛江,2063
東大和,(2045)
清瀬,1102
東久留米,(1099)
武蔵村山,1139
多摩,2092
稲城,(2083)
羽村,1482
あきる野,(1475)
西東京,833
瑞穂,(823)
日の出,1132
檜原,(1123)
奥多摩,4055
大島,(4024)
利島,409
新島,14
神津島,(14)
三宅,2
御蔵島,(2)
八丈,13
青ヶ島,(13)
小笠原,2
都外,(2)
調査中,15
