千代田,240
中央,(220)
港,916
新宿,(802)
文京,1938
台東,(1823)
墨田,3694
江東,(3492)
品川,738
目黒,(634)
大田,903
世田谷,3418
渋谷,(3169)
中野,1483
杉並,(1377)
豊島,1710
北,(1556)
荒川,1768
板橋,(1580)
練馬,1221
足立,(1116)
葛飾,885
江戸川,1672
八王子,(1546)
立川,778
武蔵野,(651)
三鷹,218
青梅,(189)
府中,327
昭島,(273)
調布,374
町田,(303)
小金井,164
小平,261
日野,(220)
東村山,250
国分寺,(211)
国立,161
福生,(125)
狛江,160
東大和,(138)
清瀬,72
東久留米,(65)
武蔵村山,80
多摩,184
稲城,(166)
羽村,122
あきる野,(113)
西東京,47
瑞穂,(40)
日の出,73
檜原,(56)
奥多摩,415
大島,(359)
利島,23
新島,0
神津島,(0)
三宅,0
御蔵島,(0)
八丈,3
青ヶ島,(3)
小笠原,1
都外,(1)
調査中,6
