千代田,6710
中央,(6336)
港,19902
新宿,(18988)
文京,30923
台東,(29409)
墨田,45079
江東,(41614)
品川,20732
目黒,(10612)
大田,20695
世田谷,93735
渋谷,(88087)
中野,28763
杉並,(27396)
豊島,36742
北,(35351)
荒川,53176
板橋,(50594)
練馬,31343
足立,(27093)
葛飾,34897
江戸川,72876
八王子,(69211)
立川,42411
武蔵野,(40101)
三鷹,13591
青梅,(12743)
府中,11951
昭島,(11353)
調布,15122
町田,(14347)
小金井,7421
小平,13340
日野,(12483)
東村山,13855
国分寺,(13295)
国立,9545
福生,(9036)
狛江,9631
東大和,(8980)
清瀬,5056
東久留米,(4676)
武蔵村山,4263
多摩,9193
稲城,(8823)
羽村,7004
あきる野,(6678)
西東京,3706
瑞穂,(3545)
日の出,4960
檜原,(4656)
奥多摩,16380
大島,(15498)
利島,2064
新島,29
神津島,(28)
三宅,51
御蔵島,(51)
八丈,18
青ヶ島,(17)
小笠原,13
都外,(13)
調査中,120
