千代田,4734
中央,(4180)
港,14276
新宿,(12579)
文京,23159
台東,(20921)
墨田,35089
江東,(29467)
品川,14185
目黒,(8219)
大田,15441
世田谷,64478
渋谷,(57484)
中野,21401
杉並,(19346)
豊島,26876
北,(24036)
荒川,37236
板橋,(32336)
練馬,23163
足立,(15505)
葛飾,22926
江戸川,50432
八王子,(42078)
立川,27061
武蔵野,(21736)
三鷹,8840
青梅,(7344)
府中,8109
昭島,(6759)
調布,10312
町田,(8414)
小金井,4622
小平,8603
日野,(7088)
東村山,8271
国分寺,(6624)
国立,5910
福生,(4903)
狛江,5802
東大和,(4653)
清瀬,3211
東久留米武蔵村山,(2592)
多摩,5999
稲城,(4880)
羽村,4307
あきる野,(3505)
西東京,2253
瑞穂,(1862)
日の出,3033
檜原,(2544)
奥多摩,10144
大島,(8686)
利島,1237
新島,19
神津島,(17)
三宅,9
御蔵島,(5)
八丈,17
青ヶ島,(16)
小笠原,2
都外,(2)
調査中,113
